question_id,question_type,question,expected_source,expected_source_url,expected_answer_draft,generated_answer,retrieved_chunk_ids,retrieved_doc_ids,retrieved_titles,retrieved_sections,retrieved_urls,retrieved_scores,top1_doc_id,top1_url,expected_source_found_top_k,expected_url_found_top_k,top1_expected_source,top1_expected_url,expected_source_ids_parsed,corrected_expected_source_found_top_k,corrected_top1_expected_source
Q11,conceptual,Why is it useful to keep a separate test set?,D04/D05,https://scikit-learn.org/stable/modules/generated/sklearn.model_selection.train_test_split.html; https://scikit-learn.org/stable/modules/cross_validation.html,"A separate test set is useful because evaluating a model on the same data used for training can give an over-optimistic result. A model may perform very well on data it has already seen, but fail to generalize to unseen data. The test set is held out to estimate performance on new data.","It is useful to keep a separate test set to avoid overfitting and to obtain an unbiased estimate of the model's generalization performance. When a model is trained and tested on the same data, it can simply memorize the training samples, resulting in a perfect score but poor performance on unseen data. This phenomenon is called overfitting. By holding out a separate test set, the model is evaluated on data it has never seen before, providing a more realistic measure of how well it will perform on new, unseen data.

Additionally, when tuning hyperparameters, there is a risk of overfitting on the test set if it is used repeatedly for evaluation. To prevent this, a validation set or cross-validation can be used for model selection and hyperparameter tuning, while the test set is reserved for the final evaluation. This ensures that the test set remains a truly independent measure of model performance.

In summary, a separate test set is crucial for:
- Avoiding overfitting by ensuring the model is evaluated on unseen data.
- Providing an unbiased estimate of the model's generalization ability.
- Serving as a final evaluation set after model selection and hyperparameter tuning.

Sources:
- Cross-validation: evaluating estimator performance, https://scikit-learn.org/stable/modules/cross_validation.html (Chunks D05_v2_002, D05_v2_001)",D05_v2_002 | D05_v2_021 | D05_v2_001 | D06_v2_027 | D05_v2_018,D05 | D05 | D05 | D06 | D05,Cross-validation | Cross-validation | Cross-validation | Grid search | Cross-validation,3.1. Cross-validation: evaluating estimator performance # | 3.1.2.3. Predefined fold-splits / Validation-sets # | 3.1. Cross-validation: evaluating estimator performance # | 3.2.5.3. Out of Bag Estimates # | 3.1.2.2. Cross-validation iterators with stratification based on class labels #,https://scikit-learn.org/stable/modules/cross_validation.html | https://scikit-learn.org/stable/modules/cross_validation.html | https://scikit-learn.org/stable/modules/cross_validation.html | https://scikit-learn.org/stable/modules/grid_search.html | https://scikit-learn.org/stable/modules/cross_validation.html,0.5414 | 0.4747 | 0.469 | 0.4585 | 0.4531,D05,https://scikit-learn.org/stable/modules/cross_validation.html,False,False,False,False,D04 | D05,True,True
Q12,conceptual,What is cross-validation used for in model evaluation?,D05,https://scikit-learn.org/stable/modules/cross_validation.html,"Cross-validation is used to evaluate how well an estimator is expected to generalize. Instead of relying on a single train/test split, it repeatedly trains and validates the model on different subsets of the data and summarizes the performance across splits.","Cross-validation is used in model evaluation to directly assess how well a model will predict on unseen data. It helps to avoid overfitting on the test set and provides a more reliable estimate of the model's generalization performance. The basic approach, called k-fold cross-validation, involves splitting the training set into k smaller sets (folds). For each fold, the model is trained on \(k-1\) folds and validated on the remaining fold. The performance measure reported by k-fold cross-validation is the average of the values computed across all folds. This method does not waste much data compared to fixing an arbitrary validation set and is especially useful when the number of samples is small.

In summary, cross-validation is used to:
- Evaluate the model's ability to generalize to unseen data.
- Reduce the risk of overfitting on the test set.
- Make efficient use of limited data by using multiple train-test splits.
- Provide a more stable and reliable estimate of model performance by averaging results over multiple folds.

Sources:
- Getting Started, Model evaluation, https://scikit-learn.org/stable/getting_started.html
- Cross-validation: evaluating estimator performance, https://scikit-learn.org/stable/modules/cross_validation.html (Chunks D05_v2_002, D05_v2_003)",D01_v2_006 | D05_v2_008 | D05_v2_002 | D05_v2_003 | D05_v2_004,D01 | D05 | D05 | D05 | D05,Getting Started | Cross-validation | Cross-validation | Cross-validation | Cross-validation,Model evaluation # | 3.1.1.2. Obtaining predictions by cross-validation # | 3.1. Cross-validation: evaluating estimator performance # | 3.1. Cross-validation: evaluating estimator performance # | 3.1.1. Computing cross-validated metrics #,https://scikit-learn.org/stable/getting_started.html | https://scikit-learn.org/stable/modules/cross_validation.html | https://scikit-learn.org/stable/modules/cross_validation.html | https://scikit-learn.org/stable/modules/cross_validation.html | https://scikit-learn.org/stable/modules/cross_validation.html,0.667 | 0.6461 | 0.6188 | 0.5959 | 0.5903,D01,https://scikit-learn.org/stable/getting_started.html,True,True,False,False,D05,True,False
Q13,conceptual,How does k-fold cross-validation evaluate an estimator?,D05,https://scikit-learn.org/stable/modules/cross_validation.html,"In k-fold cross-validation, the training data is split into k smaller folds. For each iteration, the model is trained on k-1 folds and evaluated on the remaining fold. The final performance is usually reported as the average score across all folds.","K-fold cross-validation evaluates an estimator by splitting the training dataset into \(k\) smaller sets called folds. The procedure is as follows:

1. The model is trained using \(k-1\) of the folds as training data.
2. The trained model is then validated on the remaining fold, which acts as a test set to compute a performance measure such as accuracy.
3. This process is repeated \(k\) times, each time with a different fold used as the validation set.
4. The performance measure reported by k-fold cross-validation is the average of the values computed in each of the \(k\) iterations.

This approach helps to avoid wasting data (as happens when fixing an arbitrary validation set) and provides a more reliable estimate of the model's generalization performance.

Sources:
- Cross-validation: evaluating estimator performance, https://scikit-learn.org/stable/modules/cross_validation.html (Chunks D05_v2_002, D05_v2_003, D05_v2_004, D05_v2_012)
- Model evaluation, https://scikit-learn.org/stable/getting_started.html (Chunk D01_v2_006)",D05_v2_003 | D05_v2_002 | D05_v2_004 | D05_v2_012 | D01_v2_006,D05 | D05 | D05 | D05 | D01,Cross-validation | Cross-validation | Cross-validation | Cross-validation | Getting Started,3.1. Cross-validation: evaluating estimator performance # | 3.1. Cross-validation: evaluating estimator performance # | 3.1.1. Computing cross-validated metrics # | 3.1.2.1.1. K-fold # | Model evaluation #,https://scikit-learn.org/stable/modules/cross_validation.html | https://scikit-learn.org/stable/modules/cross_validation.html | https://scikit-learn.org/stable/modules/cross_validation.html | https://scikit-learn.org/stable/modules/cross_validation.html | https://scikit-learn.org/stable/getting_started.html,0.7027 | 0.6701 | 0.6382 | 0.6092 | 0.5861,D05,https://scikit-learn.org/stable/modules/cross_validation.html,True,True,True,True,D05,True,True
Q14,decision-support,When is cross-validation preferable to a single train/test split?,D05,https://scikit-learn.org/stable/modules/cross_validation.html,"Cross-validation is preferable to a single train/test split when we want a more reliable estimate of model performance, especially when the available dataset is not very large. It reduces dependence on one random split, although it can be more computationally expensive.","Cross-validation is preferable to a single train/test split in situations where you want to better estimate the generalization performance of a model without reducing the amount of data available for training. Specifically:

- When tuning hyperparameters, using a single train/test split can lead to overfitting on the test set because parameters might be tweaked until the model performs optimally on that particular split, causing ""leakage"" of test set knowledge into the model. Cross-validation avoids this by using multiple folds for training and validation, thus providing a more reliable estimate of model performance without needing a separate validation set. (Context 2)

- Using a single train/test split drastically reduces the number of samples available for training and the results can depend heavily on the particular random split chosen. Cross-validation mitigates this by splitting the training data into multiple folds and iteratively training and validating on different subsets, which provides a more robust and stable estimate of model performance. (Context 2)

- Cross-validation is especially useful when the dataset is limited in size, as it allows the model to be trained and validated on different subsets of the data, maximizing the use of available data. (Context 2)

- Additionally, stratified cross-validation can be used to ensure that each fold preserves the relative class frequencies, which is important in classification tasks with imbalanced classes to avoid folds without certain classes. (Context 1)

In summary, cross-validation is preferable when you want a more reliable and stable estimate of model performance, especially when tuning hyperparameters or working with limited data, and when you want to avoid the randomness and potential bias of a single train/test split.

Sources:
- ""Cross-validation: evaluating estimator performance"" - https://scikit-learn.org/stable/modules/cross_validation.html (Context 2)
- ""Cross-validation iterators with stratification based on class labels"" - https://scikit-learn.org/stable/modules/cross_validation.html (Context 1)",D05_v2_018 | D05_v2_002 | D05_v2_021 | D05_v2_008 | D01_v2_006,D05 | D05 | D05 | D05 | D01,Cross-validation | Cross-validation | Cross-validation | Cross-validation | Getting Started,3.1.2.2. Cross-validation iterators with stratification based on class labels # | 3.1. Cross-validation: evaluating estimator performance # | 3.1.2.3. Predefined fold-splits / Validation-sets # | 3.1.1.2. Obtaining predictions by cross-validation # | Model evaluation #,https://scikit-learn.org/stable/modules/cross_validation.html | https://scikit-learn.org/stable/modules/cross_validation.html | https://scikit-learn.org/stable/modules/cross_validation.html | https://scikit-learn.org/stable/modules/cross_validation.html | https://scikit-learn.org/stable/getting_started.html,0.6186 | 0.6062 | 0.5984 | 0.5788 | 0.5667,D05,https://scikit-learn.org/stable/modules/cross_validation.html,True,True,True,True,D05,True,True
Q15,conceptual,What is GridSearchCV used for?,D06,https://scikit-learn.org/stable/modules/grid_search.html,GridSearchCV is used to search over a predefined set of hyperparameter values for an estimator. It evaluates combinations of parameters using cross-validation and helps select the parameter setting that gives the best validation performance.,"GridSearchCV is used for exhaustive hyperparameter tuning by generating candidates from a specified grid of parameter values. It evaluates all possible combinations of parameters provided in the param_grid and retains the best combination based on cross-validation performance. This process helps in model selection by finding the optimal hyperparameters that improve the model's performance. GridSearchCV implements the usual estimator API, allowing it to be fit on a dataset, and it is often used within a cross-validation loop to properly evaluate model performance.

Sources:
- ""Grid search"", https://scikit-learn.org/stable/modules/grid_search.html (Chunks D06_v2_003, D06_v2_004)",D06_v2_003 | D06_v2_004 | D06_v2_005 | D06_v2_022 | D05_v2_034,D06 | D06 | D06 | D06 | D05,Grid search | Grid search | Grid search | Grid search | Cross-validation,3.2.1. Exhaustive Grid Search # | 3.2.1. Exhaustive Grid Search # | 3.2.1. Exhaustive Grid Search # | 3.2.4.4. Model selection: development and evaluation # | 3.1.4. Cross validation and model selection #,https://scikit-learn.org/stable/modules/grid_search.html | https://scikit-learn.org/stable/modules/grid_search.html | https://scikit-learn.org/stable/modules/grid_search.html | https://scikit-learn.org/stable/modules/grid_search.html | https://scikit-learn.org/stable/modules/cross_validation.html,0.782 | 0.6764 | 0.6394 | 0.6354 | 0.5955,D06,https://scikit-learn.org/stable/modules/grid_search.html,True,True,True,True,D06,True,True
Q16,procedural,How can GridSearchCV help tune hyperparameters?,D06,https://scikit-learn.org/stable/modules/grid_search.html,"GridSearchCV helps tune hyperparameters by evaluating combinations of predefined parameter values. For each candidate combination, it uses a cross-validation scheme and a scoring function, then keeps the parameter setting with the best validation performance.","GridSearchCV helps tune hyperparameters by exhaustively generating and evaluating all possible combinations of parameter values specified in a parameter grid (param_grid). When you fit a GridSearchCV instance on a dataset, it evaluates the performance of the model for each combination of hyperparameters and retains the best combination based on cross-validation. This process allows you to systematically search for the optimal hyperparameters that improve the model's performance.

For example, you can specify a param_grid with different values for parameters like 'C', 'kernel', and 'gamma' for an SVM, and GridSearchCV will explore all combinations of these parameters. It also supports tuning parameters of composite or nested estimators such as Pipelines or CalibratedClassifierCV by using a special syntax to specify parameters of nested estimators.

Additionally, GridSearchCV follows the usual estimator API, making it easy to integrate into your model training workflow. It is considered best practice to use GridSearchCV within a cross-validation loop to properly evaluate model performance.

Sources:
- ""Grid search"" (https://scikit-learn.org/stable/modules/grid_search.html)",D06_v2_003 | D06_v2_004 | D05_v2_034 | D06_v2_006 | D06_v2_021,D06 | D06 | D05 | D06 | D06,Grid search | Grid search | Cross-validation | Grid search | Grid search,3.2.1. Exhaustive Grid Search # | 3.2.1. Exhaustive Grid Search # | 3.1.4. Cross validation and model selection # | 3.2.2. Randomized Parameter Optimization # | 3.2.4.3. Composite estimators and parameter spaces #,https://scikit-learn.org/stable/modules/grid_search.html | https://scikit-learn.org/stable/modules/grid_search.html | https://scikit-learn.org/stable/modules/cross_validation.html | https://scikit-learn.org/stable/modules/grid_search.html | https://scikit-learn.org/stable/modules/grid_search.html,0.759 | 0.6716 | 0.6616 | 0.6502 | 0.6464,D06,https://scikit-learn.org/stable/modules/grid_search.html,True,True,True,True,D06,True,True
Q17,comparison,What is the difference between GridSearchCV and RandomizedSearchCV?,D06,https://scikit-learn.org/stable/modules/grid_search.html,"GridSearchCV exhaustively evaluates all combinations from a predefined parameter grid, while RandomizedSearchCV samples a fixed number of candidates from specified parameter distributions. RandomizedSearchCV can be more efficient when the parameter space is large, because the computation budget can be controlled through the number of sampled iterations.","The difference between GridSearchCV and RandomizedSearchCV lies in how they search the hyperparameter space:

- **GridSearchCV** performs an exhaustive search over a specified grid of parameter values. It evaluates all possible combinations of parameters provided in the param_grid. This means it tries every combination in the grid, which can be computationally expensive if the grid is large.

- **RandomizedSearchCV** performs a randomized search over parameters, where each parameter setting is sampled from a specified distribution or list of possible values. Instead of trying all combinations, it samples a fixed number of parameter settings (specified by the n_iter parameter). This allows specifying a budget independent of the number of parameters and possible values, making it more efficient when the parameter space is large or when some parameters do not influence performance.

In summary, GridSearchCV is exhaustive and tries all combinations, while RandomizedSearchCV samples a fixed number of parameter combinations randomly from specified distributions or lists.

Sources:
- ""Grid search"" (https://scikit-learn.org/stable/modules/grid_search.html), Sections 3.2.1 and 3.2.2",D06_v2_003 | D06_v2_006 | D06_v2_005 | D06_v2_004 | D06_v2_020,D06 | D06 | D06 | D06 | D06,Grid search | Grid search | Grid search | Grid search | Grid search,3.2.1. Exhaustive Grid Search # | 3.2.2. Randomized Parameter Optimization # | 3.2.1. Exhaustive Grid Search # | 3.2.1. Exhaustive Grid Search # | 3.2.4.2. Specifying multiple metrics for evaluation #,https://scikit-learn.org/stable/modules/grid_search.html | https://scikit-learn.org/stable/modules/grid_search.html | https://scikit-learn.org/stable/modules/grid_search.html | https://scikit-learn.org/stable/modules/grid_search.html | https://scikit-learn.org/stable/modules/grid_search.html,0.6707 | 0.6331 | 0.6224 | 0.5853 | 0.585,D06,https://scikit-learn.org/stable/modules/grid_search.html,True,True,True,True,D06,True,True
Q18,decision-support,Why should hyperparameter tuning be combined with cross-validation?,D05/D06,https://scikit-learn.org/stable/modules/cross_validation.html; https://scikit-learn.org/stable/modules/grid_search.html,"Hyperparameter tuning should be combined with cross-validation because the goal is to select parameters that generalize well, not just parameters that perform well on one particular split. Cross-validation evaluates each candidate setting across multiple train/validation splits, giving a more reliable estimate of performance.","Hyperparameter tuning should be combined with cross-validation to avoid overfitting on the test set. When tuning hyperparameters, there is a risk that the parameters are adjusted until the estimator performs optimally on the test set, causing knowledge about the test set to ""leak"" into the model. This leakage means that evaluation metrics no longer accurately reflect the model's generalization performance.

To address this, a validation set can be used to evaluate the model during hyperparameter tuning, separate from the test set. However, partitioning the data into training, validation, and test sets reduces the number of samples available for training and can make results dependent on a particular random split.

Cross-validation solves this problem by eliminating the need for a separate validation set. In k-fold cross-validation, the training set is split into k smaller sets (folds). The model is trained on k-1 folds and validated on the remaining fold, repeating this process k times. This approach allows for more efficient use of data and provides a more reliable estimate of model performance.

By combining hyperparameter tuning with cross-validation (e.g., using GridSearchCV), one can perform model selection in a way that better estimates the generalization performance of the model without overfitting to a particular validation or test set.

Sources:
- Cross-validation: evaluating estimator performance, https://scikit-learn.org/stable/modules/cross_validation.html
- Cross validation and model selection, https://scikit-learn.org/stable/modules/cross_validation.html
- Tuning the hyper-parameters of an estimator, https://scikit-learn.org/stable/modules/grid_search.html",D05_v2_002 | D05_v2_034 | D05_v2_008 | D06_v2_025 | D06_v2_001,D05 | D05 | D05 | D06 | D06,Cross-validation | Cross-validation | Cross-validation | Grid search | Grid search,3.1. Cross-validation: evaluating estimator performance # | 3.1.4. Cross validation and model selection # | 3.1.1.2. Obtaining predictions by cross-validation # | 3.2.5.1. Model specific cross-validation # | 3.2. Tuning the hyper-parameters of an estimator #,https://scikit-learn.org/stable/modules/cross_validation.html | https://scikit-learn.org/stable/modules/cross_validation.html | https://scikit-learn.org/stable/modules/cross_validation.html | https://scikit-learn.org/stable/modules/grid_search.html | https://scikit-learn.org/stable/modules/grid_search.html,0.5696 | 0.5601 | 0.5449 | 0.5265 | 0.5172,D05,https://scikit-learn.org/stable/modules/cross_validation.html,False,False,False,False,D05 | D06,True,True
Q19,conceptual,"What is the difference between accuracy, precision, recall and F1-score?",D07,https://scikit-learn.org/stable/modules/model_evaluation.html,"Accuracy measures the fraction of correct predictions. Precision measures how many predicted positives are actually positive, while recall measures how many actual positives were correctly found. F1-score combines precision and recall as their harmonic mean, making it useful when both false positives and false negatives matter.","The difference between accuracy, precision, recall, and F1-score can be understood as follows:

- **Accuracy**: It is the overall classification score, representing the fraction of correct predictions (both true positives and true negatives) among the total number of cases. It is computed by the function `accuracy_score`.

- **Precision**: Precision is the ability of the classifier not to label as positive a sample that is actually negative. It is the ratio of true positives (tp) to the sum of true positives and false positives (fp). Intuitively, it measures how many of the predicted positive samples are truly positive.

- **Recall**: Also called sensitivity, recall is the ability of the classifier to find all the positive samples. It is the ratio of true positives (tp) to the sum of true positives and false negatives (fn). It measures how many of the actual positive samples were correctly identified.

- **F1-score (F-measure)**: The F1-score is the weighted harmonic mean of precision and recall, giving equal importance to both. It reaches its best value at 1 and worst at 0. The F1-score balances the trade-off between precision and recall and is useful when you want a single metric that considers both false positives and false negatives.

In summary:
- Accuracy measures overall correctness.
- Precision measures correctness among predicted positives.
- Recall measures completeness of positive detection.
- F1-score balances precision and recall into one metric.

These metrics are especially defined in the context of binary classification, where:
- tp = true positives
- fp = false positives
- fn = false negatives
- tn = true negatives

Sources:
- Model evaluation - Precision, recall and F-measures: https://scikit-learn.org/stable/modules/model_evaluation.html#precision-recall-and-f-measures
- Model evaluation - Binary classification: https://scikit-learn.org/stable/modules/model_evaluation.html#binary-classification
- Model evaluation - Classification metrics: https://scikit-learn.org/stable/modules/model_evaluation.html#classification-metrics",D07_v2_034 | D07_v2_037 | D07_v2_035 | D07_v2_039 | D07_v2_020,D07 | D07 | D07 | D07 | D07,Model evaluation | Model evaluation | Model evaluation | Model evaluation | Model evaluation,"3.4.4.9. Precision, recall and F-measures # | 3.4.4.9.1. Binary classification # | 3.4.4.9. Precision, recall and F-measures # | 3.4.4.9.2. Multiclass and multilabel classification # | 3.4.4. Classification metrics #",https://scikit-learn.org/stable/modules/model_evaluation.html | https://scikit-learn.org/stable/modules/model_evaluation.html | https://scikit-learn.org/stable/modules/model_evaluation.html | https://scikit-learn.org/stable/modules/model_evaluation.html | https://scikit-learn.org/stable/modules/model_evaluation.html,0.6583 | 0.6137 | 0.5749 | 0.5544 | 0.5241,D07,https://scikit-learn.org/stable/modules/model_evaluation.html,True,True,True,True,D07,True,True
Q20,decision-support,When is F1-score more useful than accuracy?,D07,https://scikit-learn.org/stable/modules/model_evaluation.html,"F1-score is more useful than accuracy when the balance between precision and recall matters, especially in classification problems where classes may be imbalanced. Accuracy can look high even when a model performs poorly on the minority class, while F1-score focuses on the positive class performance through precision and recall.","The F1-score is more useful than accuracy in situations where you want to balance precision and recall, especially in cases where the class distribution is imbalanced or when the costs of false positives and false negatives are different. Accuracy simply measures the overall correctness of the classifier, but it can be misleading if one class dominates. The F1-score, being the harmonic mean of precision and recall, provides a single metric that balances the trade-off between these two, making it more informative when you need to consider both false positives and false negatives equally.

From the context:
- The F1-score (also called balanced F-score or F-measure) is the weighted harmonic mean of precision and recall, with equal importance given to both when \(\beta=1\).
- Precision is the ability of the classifier not to label as positive a sample that is negative.
- Recall is the ability of the classifier to find all the positive samples.
- F1-score is particularly useful in binary classification tasks where the positive class is of special interest and where false positives and false negatives have different implications.

Therefore, F1-score is more useful than accuracy when you want a balanced measure of precision and recall, especially in imbalanced datasets or when the positive class detection is critical.

Sources:
- Model evaluation — Precision, recall and F-measures: https://scikit-learn.org/stable/modules/model_evaluation.html#precision-recall-and-f-measures
- Model evaluation — Binary classification: https://scikit-learn.org/stable/modules/model_evaluation.html#binary-classification",D07_v2_034 | D07_v2_035 | D07_v2_009 | D07_v2_037 | D07_v2_002,D07 | D07 | D07 | D07 | D07,Model evaluation | Model evaluation | Model evaluation | Model evaluation | Model evaluation,"3.4.4.9. Precision, recall and F-measures # | 3.4.4.9. Precision, recall and F-measures # | 3.4.3.1. String name scorers # | 3.4.4.9.1. Binary classification # | 3.4.1. Which scoring function should I use? #",https://scikit-learn.org/stable/modules/model_evaluation.html | https://scikit-learn.org/stable/modules/model_evaluation.html | https://scikit-learn.org/stable/modules/model_evaluation.html | https://scikit-learn.org/stable/modules/model_evaluation.html | https://scikit-learn.org/stable/modules/model_evaluation.html,0.5656 | 0.5458 | 0.5299 | 0.5223 | 0.5051,D07,https://scikit-learn.org/stable/modules/model_evaluation.html,True,True,True,True,D07,True,True
Q21,decision-support,Why can accuracy be misleading for imbalanced classification problems?,D07,https://scikit-learn.org/stable/modules/model_evaluation.html,"Accuracy can be misleading for imbalanced classification problems because a classifier may achieve a high accuracy score mainly by predicting the majority class. In such cases, metrics such as balanced accuracy, precision, recall and F1-score can provide a more informative view of performance on each class.","Accuracy can be misleading for imbalanced classification problems because it simply measures the fraction of correct predictions over all samples without considering the distribution of classes. In imbalanced datasets, where one class is much more frequent than others, a classifier can achieve a high accuracy by simply predicting the majority class most of the time, ignoring the minority class. This leads to inflated performance estimates that do not reflect the classifier's ability to correctly predict the minority class.

Balanced accuracy is introduced to address this issue. It computes the average recall obtained on each class, effectively weighting each class equally regardless of its prevalence. This prevents the accuracy score from being dominated by the majority class and provides a more informative measure of performance on imbalanced datasets.

In summary, accuracy can be misleading in imbalanced classification because it does not account for class distribution and can be artificially high by favoring the majority class, whereas balanced accuracy provides a more reliable evaluation by considering the performance on each class equally.

Sources:
- Model evaluation - Balanced accuracy score, https://scikit-learn.org/stable/modules/model_evaluation.html#balanced-accuracy-score
- Model evaluation - Accuracy score, https://scikit-learn.org/stable/modules/model_evaluation.html#accuracy-score",D07_v2_027 | D07_v2_026 | D07_v2_095 | D07_v2_030 | D07_v2_024,D07 | D07 | D07 | D07 | D07,Model evaluation | Model evaluation | Model evaluation | Model evaluation | Model evaluation,3.4.4.4. Balanced accuracy score # | 3.4.4.4. Balanced accuracy score # | 3.4.8. Dummy estimators # | 3.4.4.6. Confusion matrix # | 3.4.4.2. Accuracy score #,https://scikit-learn.org/stable/modules/model_evaluation.html | https://scikit-learn.org/stable/modules/model_evaluation.html | https://scikit-learn.org/stable/modules/model_evaluation.html | https://scikit-learn.org/stable/modules/model_evaluation.html | https://scikit-learn.org/stable/modules/model_evaluation.html,0.6199 | 0.5635 | 0.493 | 0.471 | 0.4636,D07,https://scikit-learn.org/stable/modules/model_evaluation.html,True,True,True,True,D07,True,True
Q22,procedural,How can I evaluate a binary classifier using precision and recall?,D07,https://scikit-learn.org/stable/modules/model_evaluation.html,"A binary classifier can be evaluated using precision and recall by comparing its predicted labels with the true labels. Precision measures how reliable the positive predictions are, while recall measures how many actual positive cases were found. In scikit-learn, functions such as precision_score, recall_score, f1_score and precision_recall_fscore_support can be used for this type of evaluation.","To evaluate a binary classifier using precision and recall, you need to understand the definitions and how to compute these metrics:

- Precision is the ability of the classifier not to label as positive a sample that is actually negative. It is defined as the ratio of true positives (tp) to the sum of true positives and false positives (fp):
  \[
  \text{Precision} = \frac{tp}{tp + fp}
  \]

- Recall (also called sensitivity) is the ability of the classifier to find all the positive samples. It is defined as the ratio of true positives to the sum of true positives and false negatives (fn):
  \[
  \text{Recall} = \frac{tp}{tp + fn}
  \]

In scikit-learn, you can compute precision and recall using the functions `precision_score` and `recall_score` respectively, which take the true labels (`y_true`) and predicted labels (`y_pred`) as inputs.

Additionally, you can compute the precision-recall curve using `precision_recall_curve(y_true, y_score)`, where `y_score` is the score or probability estimates from the classifier for the positive class. This curve shows precision and recall values for different classification thresholds.

You can also compute the F1 score, which is the harmonic mean of precision and recall, using `f1_score(y_true, y_pred)`.

Example usage in scikit-learn:

```python
from sklearn.metrics import precision_score, recall_score, precision_recall_curve, f1_score

# y_true: true binary labels
# y_pred: predicted binary labels
# y_score: predicted scores or probabilities for the positive class

precision = precision_score(y_true, y_pred)
recall = recall_score(y_true, y_pred)
f1 = f1_score(y_true, y_pred)

precision_points, recall_points, thresholds = precision_recall_curve(y_true, y_score)
```

This allows you to evaluate how well your binary classifier performs in terms of precision and recall.

Sources:
- Model evaluation - Precision, recall and F-measures: https://scikit-learn.org/stable/modules/model_evaluation.html#precision-recall-and-f-measures
- Model evaluation - Binary classification: https://scikit-learn.org/stable/modules/model_evaluation.html#binary-classification",D07_v2_037 | D07_v2_034 | D07_v2_036 | D07_v2_035 | D07_v2_051,D07 | D07 | D07 | D07 | D07,Model evaluation | Model evaluation | Model evaluation | Model evaluation | Model evaluation,"3.4.4.9.1. Binary classification # | 3.4.4.9. Precision, recall and F-measures # | 3.4.4.9. Precision, recall and F-measures # | 3.4.4.9. Precision, recall and F-measures # | 3.4.4.15.1. Binary case #",https://scikit-learn.org/stable/modules/model_evaluation.html | https://scikit-learn.org/stable/modules/model_evaluation.html | https://scikit-learn.org/stable/modules/model_evaluation.html | https://scikit-learn.org/stable/modules/model_evaluation.html | https://scikit-learn.org/stable/modules/model_evaluation.html,0.6218 | 0.5841 | 0.5489 | 0.5479 | 0.5084,D07,https://scikit-learn.org/stable/modules/model_evaluation.html,True,True,True,True,D07,True,True
Q23,conceptual,What does LogisticRegression do in scikit-learn?,D08,https://scikit-learn.org/stable/modules/generated/sklearn.linear_model.LogisticRegression.html,"LogisticRegression in scikit-learn is a classifier for logistic regression, also known as logit or MaxEnt. It implements regularized logistic regression using available solvers and can handle both dense and sparse input data.","LogisticRegression in scikit-learn is a classifier that implements regularized logistic regression (also known as logit or MaxEnt classifier). It supports both dense and sparse input data and applies regularization by default. The class uses a set of available solvers to optimize the logistic regression model, with different solvers supporting different types of regularization (L1, L2, or Elastic-Net). For multiclass problems (three or more classes), most solvers optimize the penalized multinomial loss, except for the 'liblinear' solver which only handles binary classification but can be extended to multiclass using OneVsRestClassifier.

Key points:
- Implements regularized logistic regression.
- Supports dense and sparse input.
- Regularization is applied by default.
- Multiple solvers available, each with different regularization support.
- Handles multiclass classification with multinomial loss (except 'liblinear').
- Can predict class labels, probabilities, and confidence scores.

Sources:
- LogisticRegression - https://scikit-learn.org/stable/modules/generated/sklearn.linear_model.LogisticRegression.html (Chunks D08_v2_012, D08_v2_001, D08_v2_004, D08_v2_007)",D08_v2_012 | D08_v2_001 | D08_v2_007 | D08_v2_002 | D08_v2_006,D08 | D08 | D08 | D08 | D08,LogisticRegression | LogisticRegression | LogisticRegression | LogisticRegression | LogisticRegression,LogisticRegression # | LogisticRegression # | LogisticRegression # | LogisticRegression # | LogisticRegression #,https://scikit-learn.org/stable/modules/generated/sklearn.linear_model.LogisticRegression.html | https://scikit-learn.org/stable/modules/generated/sklearn.linear_model.LogisticRegression.html | https://scikit-learn.org/stable/modules/generated/sklearn.linear_model.LogisticRegression.html | https://scikit-learn.org/stable/modules/generated/sklearn.linear_model.LogisticRegression.html | https://scikit-learn.org/stable/modules/generated/sklearn.linear_model.LogisticRegression.html,0.6019 | 0.5353 | 0.5131 | 0.5031 | 0.4799,D08,https://scikit-learn.org/stable/modules/generated/sklearn.linear_model.LogisticRegression.html,True,True,True,True,D08,True,True
